index,exposure_id,exp_createdate,exp_claim_id,exp_lossparty,exp_coverage_id,exp_incident_id,exp_vehicle_id,exp_group,exp_type,exp_closedate,exp_status,exp_resolution
688,EXP01-10001,2019-01-09,CLM01-1005652,Insured,COV01-1000001,INC01-100688,AC907C20AC5A42C9,houseowners Low Compound,GLASS,,Open,Duplicate
689,EXP01-10001,2018-03-20,CLM01-1004719,Insured,COV01-1000001,INC01-100689,1A38D1A48040413D,houseowners Low Compound,GLASS,2018-03-28,Closed,Closed with payments
690,EXP01-10005,2019-01-27,CLM01-1000495,Thirdparty,COV01-1000004,INC01-100690,59E31B9764584986,houseowners compound,PD,,Open,Rejected
691,EXP01-10001,2018-08-29,CLM01-1000415,Thirdparty,COV01-1000001,INC01-100691,24134FB5B0C54C6C,Glass,GLASS,2018-09-09,Closed,Duplicate
692,EXP01-10004,2018-05-21,CLM01-1004394,Thirdparty,COV01-1000004,INC01-100692,0A9DB5D098264D28,houseowners Low Compound,COL,2018-06-12,Closed,Rejected
693,EXP01-10002,2018-12-23,CLM01-1003756,Insured,COV01-1000001,INC01-100693,855737EF4D95441F,houseowners compound,BI,,Open,Duplicate
694,EXP01-10001,2018-07-30,CLM01-1007499,Insured,COV01-1000002,INC01-100694,4531E9D2403B4DAF,Fire/Theft,GLASS,2018-08-04,Closed,Closed without payment
695,EXP01-10001,2018-09-02,CLM01-1008080,Thirdparty,COV01-1000001,INC01-100695,98849D3B37CF4435,Total Loss,GLASS,2018-09-13,Closed,Reported in siu
696,EXP01-10003,2018-08-05,CLM01-1005906,Insured,COV01-1000001,INC01-100696,26316641A29A4C6E,Subrogation,COMP,2018-08-31,Closed,Rejected
697,EXP01-10005,2019-01-27,CLM01-1005582,Insured,COV01-1000002,INC01-100697,948CB4D85EEF47C8,Injury,PD,,Open,Rejected
698,EXP01-10002,2018-06-07,CLM01-1000822,Insured,COV01-1000001,INC01-100698,60C40BE871554DEC,Medical Claims,BI,2018-07-06,Closed,Rejected
699,EXP01-10001,2018-06-04,CLM01-1001732,Insured,COV01-1000002,INC01-100699,895617BBD05B4B1C,houseowners Low Compound,GLASS,2018-06-15,Closed,Reported in siu
700,EXP01-10002,2018-07-26,CLM01-1010263,Thirdparty,COV01-1000002,INC01-100700,3FCF3DC45A76488C,Fire/Theft,BI,2018-08-19,Closed,Closed with payments
701,EXP01-10005,2018-09-21,CLM01-1007416,Thirdparty,COV01-1000001,INC01-100701,BC06483F3F244338,Injury,PD,,Open,Duplicate
702,EXP01-10005,2018-07-04,CLM01-1003994,Insured,COV01-1000002,INC01-100702,E022293A2A5A430D,Analyst Vendor IPD,PD,2018-08-01,Closed,Closed with payments
703,EXP01-10004,2018-10-22,CLM01-1001435,Thirdparty,COV01-1000002,INC01-100703,64EDA51B532344FB,Subrogation,COL,2018-11-19,Closed,Closed with payments
704,EXP01-10003,2018-09-05,CLM01-1004052,Insured,COV01-1000002,INC01-100704,3882E113E0154D95,houseowners Low Compound,COMP,2018-10-02,Closed,Closed with payments
705,EXP01-10002,2018-08-22,CLM01-1005230,Insured,COV01-1000004,INC01-100705,DB9A283A93B94CB5,General,BI,2018-09-18,Closed,Closed with payments
706,EXP01-10005,2018-01-30,CLM01-1003074,Insured,COV01-1000004,INC01-100706,7E3A029BB9E14DD4,Subrogation,PD,2018-02-25,Closed,Duplicate
707,EXP01-10001,2018-12-25,CLM01-1004460,Insured,COV01-1000001,INC01-100707,0CC702F390894B3C,Glass,GLASS,2019-01-02,Closed,Closed with payments
708,EXP01-10002,2019-01-06,CLM01-1004988,Insured,COV01-1000001,INC01-100708,D09FF66EB0274811,Salvage,BI,,Open,Rejected
709,EXP01-10005,2019-01-12,CLM01-1004839,Insured,COV01-1000001,INC01-100709,66BB3B653D0040F8,Physical,PD,,Open,Closed without payment
710,EXP01-10001,2018-12-24,CLM01-1001730,Insured,COV01-1000001,INC01-100710,9AD97EB6A45C4704,Injury-Compound,GLASS,,Open,Rejected
711,EXP01-10005,2019-01-30,CLM01-1002051,Insured,COV01-1000003,INC01-100711,A844834543F942EC,General,PD,,Open,Reported in siu
712,EXP01-10003,2018-12-04,CLM01-1005709,Insured,COV01-1000002,INC01-100712,805B656F9AD845E8,houseowners Low Compound,COMP,,Open,Closed without payment
713,EXP01-10005,2018-12-12,CLM01-1010569,Insured,COV01-1000001,INC01-100713,D9C48F8D5301409D,houseowners Low Compound,PD,,Open,Reported in siu
714,EXP01-10005,2018-08-24,CLM01-1008057,Insured,COV01-1000001,INC01-100714,D06ABA56616D42E4,Injury,PD,2018-09-21,Closed,Closed with payments
715,EXP01-10004,2018-10-08,CLM01-1000867,Insured,COV01-1000002,INC01-100715,45B0E179937C4919,General,COL,2018-11-06,Closed,Reported in siu
716,EXP01-10004,2018-02-17,CLM01-1002847,Insured,COV01-1000001,INC01-100716,396E6767951B4A98,houseowners compound,COL,2018-03-17,Closed,Rejected
717,EXP01-10004,2018-04-19,CLM01-1000173,Insured,COV01-1000002,INC01-100717,EF9F3866D9B24BB1,Medical Claims,COL,2018-05-19,Closed,Closed with payments
718,EXP01-10001,2018-03-28,CLM01-1006408,Thirdparty,COV01-1000001,INC01-100718,1EBB3FF5BBA2470D,Total Loss,GLASS,2018-04-07,Closed,Closed with payments
719,EXP01-10003,2018-03-17,CLM01-1004116,Insured,COV01-1000001,INC01-100719,06CF7D72DFB54C2E,houseowners compound,COMP,2018-04-18,Closed,Rejected
720,EXP01-10003,2018-03-27,CLM01-1005927,Insured,COV01-1000004,INC01-100720,B0A0538865B14747,houseowners compound,COMP,2018-04-23,Closed,Closed without payment
721,EXP01-10001,2018-12-19,CLM01-1001540,Insured,COV01-1000002,INC01-100721,C361A9659040479B,Subrogation,GLASS,,Open,Reported in siu
722,EXP01-10002,2018-04-16,CLM01-1003665,Insured,COV01-1000001,INC01-100722,CBE5D07FD67C406B,Subrogation,BI,2018-05-11,Closed,Closed with payments
723,EXP01-10004,2018-07-04,CLM01-1004144,Insured,COV01-1000002,INC01-100723,EF2F77F1DC204C8A,houseowners Low Compound,COL,2018-08-04,Closed,Reported in siu
724,EXP01-10004,2019-01-14,CLM01-1000809,Thirdparty,COV01-1000001,INC01-100724,9C4747F6B1B84878,Tow,COL,,Open,Duplicate
725,EXP01-10005,2018-07-31,CLM01-1010973,Insured,COV01-1000001,INC01-100725,2F064D6405404BA8,Injury-Compound,PD,2018-08-28,Closed,Rejected
726,EXP01-10003,2019-02-03,CLM01-1005925,Insured,COV01-1000001,INC01-100726,CDB74A4EC22949E1,Subrogation,COMP,,Open,Rejected
727,EXP01-10001,2019-01-03,CLM01-1005169,Insured,COV01-1000002,INC01-100727,00BC3F85F2FC48EB,Physical,GLASS,2019-01-12,Closed,Reported in siu
728,EXP01-10002,2018-09-23,CLM01-1007243,Thirdparty,COV01-1000002,INC01-100728,BD4767C37FE14DF6,Medical Claims,BI,2018-10-21,Closed,Duplicate
729,EXP01-10004,2018-08-24,CLM01-1008595,Thirdparty,COV01-1000001,INC01-100729,498282184DB34F0F,Injury,COL,2018-09-19,Closed,Reported in siu
730,EXP01-10004,2018-02-23,CLM01-1009635,Thirdparty,COV01-1000002,INC01-100730,B31C40D77A6642EF,Fire/Theft,COL,2018-03-23,Closed,Closed without payment
731,EXP01-10001,2018-07-18,CLM01-1001272,Thirdparty,COV01-1000002,INC01-100731,5B0C24444CDE4473,FastTrack,GLASS,2018-07-24,Closed,Reported in siu
732,EXP01-10003,2018-11-25,CLM01-1001051,Insured,COV01-1000002,INC01-100732,9A49D4A6403347B3,Glass,COMP,,Open,Duplicate
733,EXP01-10003,2018-06-24,CLM01-1002881,Insured,COV01-1000002,INC01-100733,DB18EC8E24184B2C,General,COMP,2018-07-29,Closed,Closed without payment
734,EXP01-10002,2018-08-03,CLM01-1001322,Insured,COV01-1000002,INC01-100734,C1ED48E671434BC1,Fire/Theft,BI,2018-09-06,Closed,Rejected
735,EXP01-10002,2018-12-02,CLM01-1008433,Insured,COV01-1000001,INC01-100735,FDDE94B58C2F4902,Injury-Compound,BI,,Open,Duplicate
736,EXP01-10002,2018-04-29,CLM01-1000436,Insured,COV01-1000001,INC01-100736,BAEA1E0923FE41AD,Medical Claims,BI,2018-05-28,Closed,Duplicate
737,EXP01-10001,2018-01-05,CLM01-1007353,Thirdparty,COV01-1000005,INC01-100737,AE245E42EF954772,Total Loss,GLASS,2018-01-15,Closed,Duplicate
738,EXP01-10001,2018-03-04,CLM01-1002772,Insured,COV01-1000002,INC01-100738,93345EAAE10C47A2,Salvage,GLASS,,Open,Closed with payments
739,EXP01-10003,2018-01-24,CLM01-1008372,Insured,COV01-1000001,INC01-100739,A11CBA8C8A2A4DDA,Physical,COMP,,Open,Rejected
740,EXP01-10003,2018-03-20,CLM01-1006589,Insured,COV01-1000004,INC01-100740,264B037703464B77,Fire/Theft,COMP,2018-04-14,Closed,Closed with payments
741,EXP01-10005,2018-07-18,CLM01-1008357,Insured,COV01-1000002,INC01-100741,C8C181FF08EE4D32,Total Loss,PD,2018-08-12,Closed,Closed with payments
742,EXP01-10003,2018-08-25,CLM01-1001290,Insured,COV01-1000002,INC01-100742,D0B10275C2E54D61,Tow,COMP,,Open,Rejected
743,EXP01-10002,2018-05-07,CLM01-1002972,Insured,COV01-1000001,INC01-100743,915DD5DC652B4A80,houseowners compound,BI,2018-06-08,Closed,Duplicate
744,EXP01-10005,2019-02-01,CLM01-1007796,Thirdparty,COV01-1000001,INC01-100744,53BCCFAC148B4063,Tow,PD,,Open,Reported in siu
745,EXP01-10003,2018-08-18,CLM01-1004446,Insured,COV01-1000001,INC01-100745,03B6C7F2D8DF4E54,Analyst Vendor IPD,COMP,2018-09-14,Closed,Reported in siu
746,EXP01-10003,2018-05-23,CLM01-1001595,Insured,COV01-1000002,INC01-100746,0FBD3E90DBFD4C20,Injury-Compound,COMP,,Open,Closed with payments
747,EXP01-10004,2018-03-15,CLM01-1004644,Thirdparty,COV01-1000002,INC01-100747,0B5874A773024529,Tow,COL,2018-04-13,Closed,Rejected
748,EXP01-10004,2018-03-10,CLM01-1007950,Thirdparty,COV01-1000002,INC01-100748,854B59F40F81447E,houseowners Low Compound,COL,2018-04-07,Closed,Reported in siu
749,EXP01-10005,2018-12-05,CLM01-1002992,Insured,COV01-1000001,INC01-100749,5F8850D323A745FB,Fire/Theft,PD,,Open,Reported in siu
750,EXP01-10001,2018-09-09,CLM01-1010649,Thirdparty,COV01-1000002,INC01-100750,0D7AF88661E248AE,houseowners compound,GLASS,2018-09-16,Closed,Duplicate
751,EXP01-10005,2018-11-02,CLM01-1009810,Insured,COV01-1000001,INC01-100751,783BF1E608704C95,Analyst Vendor IPD,PD,,Open,Duplicate
752,EXP01-10003,2018-06-20,CLM01-1007020,Thirdparty,COV01-1000002,INC01-100752,1B04FE947AFD41DB,Salvage,COMP,2018-07-21,Closed,Closed with payments
753,EXP01-10005,2018-04-01,CLM01-1003841,Thirdparty,COV01-1000002,INC01-100753,67B7A8AD07494CD7,Injury-Compound,PD,2018-05-03,Closed,Rejected
754,EXP01-10004,2018-07-09,CLM01-1005301,Insured,COV01-1000002,INC01-100754,AA0FFBC382AC447F,Injury,COL,,Open,Rejected
755,EXP01-10001,2018-12-20,CLM01-1007730,Thirdparty,COV01-1000002,INC01-100755,0A3622BD308249D0,Fire/Theft,GLASS,2018-12-24,Closed,Closed without payment
756,EXP01-10001,2018-05-17,CLM01-1009223,Thirdparty,COV01-1000002,INC01-100756,61A3D55A985B4986,Injury-Compound,GLASS,2018-05-26,Closed,Closed without payment
757,EXP01-10003,2018-04-22,CLM01-1003017,Thirdparty,COV01-1000002,INC01-100757,8B3A477A3E154F94,houseowners Low Compound,COMP,,Open,Closed without payment
758,EXP01-10002,2018-02-05,CLM01-1009035,Insured,COV01-1000001,INC01-100758,7EEC4DE5DA9B4569,Fire/Theft,BI,,Open,Duplicate
759,EXP01-10002,2018-03-19,CLM01-1006096,Thirdparty,COV01-1000005,INC01-100759,E384532F88654221,Analyst Vendor IPD,BI,2018-04-17,Closed,Closed without payment
760,EXP01-10003,2018-09-14,CLM01-1009738,Insured,COV01-1000002,INC01-100760,3A531B766933491B,houseowners compound,COMP,2018-10-10,Closed,Rejected
761,EXP01-10005,2018-06-12,CLM01-1004212,Thirdparty,COV01-1000005,INC01-100761,0AE795A777F348E0,Injury-Compound,PD,2018-07-12,Closed,Closed without payment
762,EXP01-10002,2018-12-10,CLM01-1000549,Insured,COV01-1000001,INC01-100762,939CC4AD9F7C4CC0,houseowners Low Compound,BI,,Open,Reported in siu
763,EXP01-10005,2018-09-07,CLM01-1001823,Thirdparty,COV01-1000001,INC01-100763,509E5ACF8C3F4D54,Medical Claims,PD,2018-10-05,Closed,Duplicate
764,EXP01-10005,2018-01-11,CLM01-1003742,Insured,COV01-1000005,INC01-100764,007B2978C2B24389,Injury,PD,2018-02-13,Closed,Duplicate
765,EXP01-10002,2018-05-29,CLM01-1009873,Insured,COV01-1000002,INC01-100765,201DA567F87F49EB,FastTrack,BI,2018-06-30,Closed,Closed with payments
766,EXP01-10004,2018-02-11,CLM01-1008105,Thirdparty,COV01-1000001,INC01-100766,05C77546A5904656,Total Loss,COL,2018-03-16,Closed,Rejected
767,EXP01-10001,2018-07-30,CLM01-1002105,Thirdparty,COV01-1000002,INC01-100767,D3D8742EFD1D41C6,Physical,GLASS,,Open,Closed with payments
768,EXP01-10003,2018-03-21,CLM01-1000702,Insured,COV01-1000001,INC01-100768,BBDE919FFB8F47E8,Fire/Theft,COMP,2018-04-17,Closed,Closed with payments
769,EXP01-10001,2018-01-15,CLM01-1009290,Insured,COV01-1000002,INC01-100769,013CAA6A1E984893,houseowners compound,GLASS,2018-01-27,Closed,Duplicate
770,EXP01-10003,2018-05-10,CLM01-1004807,Insured,COV01-1000002,INC01-100770,28ADE3ACC7A243BE,Injury-Compound,COMP,2018-06-08,Closed,Reported in siu
771,EXP01-10003,2018-02-06,CLM01-1003138,Thirdparty,COV01-1000002,INC01-100771,4B9D87CD72D84E7F,houseowners Low Compound,COMP,,Open,Reported in siu
772,EXP01-10003,2018-01-27,CLM01-1007579,Thirdparty,COV01-1000002,INC01-100772,C98B99F71A4D465B,Injury-Compound,COMP,2018-02-21,Closed,Closed with payments
773,EXP01-10002,2018-05-06,CLM01-1010058,Insured,COV01-1000002,INC01-100773,FA732DCC93C84428,Subrogation,BI,,Open,Rejected
774,EXP01-10001,2018-04-21,CLM01-1010498,Thirdparty,COV01-1000001,INC01-100774,56308C7655764F8B,General,GLASS,2018-05-05,Closed,Closed with payments
775,EXP01-10003,2018-08-09,CLM01-1007807,Insured,COV01-1000001,INC01-100775,267178628C394C8C,houseowners Low Compound,COMP,2018-09-06,Closed,Rejected
776,EXP01-10003,2018-07-27,CLM01-1010795,Insured,COV01-1000001,INC01-100776,4D47255ADA424301,houseowners compound,COMP,,Open,Duplicate
777,EXP01-10002,2018-04-11,CLM01-1002162,Insured,COV01-1000001,INC01-100777,4E05BD615BCC469F,Analyst Vendor IPD,BI,2018-05-04,Closed,Closed without payment
778,EXP01-10003,2019-01-01,CLM01-1001608,Thirdparty,COV01-1000002,INC01-100778,61AB724E93E04CF4,FastTrack,COMP,,Open,Rejected
779,EXP01-10005,2018-05-15,CLM01-1008138,Insured,COV01-1000004,INC01-100779,7772C3BEAA844E26,Glass,PD,2018-06-09,Closed,Closed without payment
780,EXP01-10004,2018-05-21,CLM01-1009789,Insured,COV01-1000002,INC01-100780,7DBCD8F1F4B54A76,Glass,COL,2018-06-22,Closed,Closed without payment
781,EXP01-10001,2018-04-01,CLM01-1004830,Insured,COV01-1000002,INC01-100781,BEA2D3EC155243BC,Medical Claims,GLASS,2018-04-10,Closed,Closed with payments
782,EXP01-10005,2019-01-07,CLM01-1007482,Insured,COV01-1000002,INC01-100782,34591D730E9B43D7,Injury,PD,,Open,Closed with payments
783,EXP01-10002,2018-07-09,CLM01-1008167,Thirdparty,COV01-1000001,INC01-100783,110B8F54A9334586,Tow,BI,2018-08-04,Closed,Duplicate
784,EXP01-10001,2018-05-07,CLM01-1002876,Thirdparty,COV01-1000004,INC01-100784,6EB84C0153D248B9,Fire/Theft,GLASS,,Open,Reported in siu
785,EXP01-10003,2018-05-29,CLM01-1005390,Insured,COV01-1000001,INC01-100785,A7904EB47D1A4A46,Salvage,COMP,2018-06-24,Closed,Rejected
786,EXP01-10005,2018-09-14,CLM01-1005676,Thirdparty,COV01-1000002,INC01-100786,7543E8B77F284DDE,Fire/Theft,PD,2018-10-11,Closed,Duplicate
787,EXP01-10005,2018-06-07,CLM01-1009826,Insured,COV01-1000002,INC01-100787,3CDDA8DF8F884295,houseowners Low Compound,PD,2018-07-06,Closed,Duplicate
788,EXP01-10001,2018-05-29,CLM01-1010073,Insured,COV01-1000001,INC01-100788,EAF084FEADF64790,Tow,GLASS,2018-06-08,Closed,Closed with payments
789,EXP01-10003,2018-11-03,CLM01-1008901,Insured,COV01-1000001,INC01-100789,5.39268E+15,FastTrack,COMP,,Open,Closed without payment
790,EXP01-10002,2018-11-23,CLM01-1006342,Insured,COV01-1000001,INC01-100790,6EB3E4D736D64FEC,Fire/Theft,BI,2018-12-18,Closed,Duplicate
791,EXP01-10004,2018-05-18,CLM01-1010577,Insured,COV01-1000001,INC01-100791,03B498F17D8741C0,Subrogation,COL,2018-06-15,Closed,Closed with payments
792,EXP01-10004,2018-02-28,CLM01-1008278,Thirdparty,COV01-1000001,INC01-100792,E696B0D95E3E42FA,Salvage,COL,2018-03-29,Closed,Closed without payment
793,EXP01-10005,2018-09-11,CLM01-1008829,Thirdparty,COV01-1000002,INC01-100793,C89158F7909943F8,Salvage,PD,,Open,Closed with payments
794,EXP01-10005,2018-03-20,CLM01-1003162,Thirdparty,COV01-1000001,INC01-100794,090989BC9C5846BB,Medical Claims,PD,2018-04-14,Closed,Closed with payments
795,EXP01-10001,2019-01-15,CLM01-1006846,Insured,COV01-1000001,INC01-100795,37785F324CCE4E16,Total Loss,GLASS,,Open,Closed without payment
796,EXP01-10003,2018-12-01,CLM01-1000781,Thirdparty,COV01-1000001,INC01-100796,A7D719EBDD9D4AE2,Medical Claims,COMP,,Open,Reported in siu
797,EXP01-10003,2018-05-12,CLM01-1009362,Insured,COV01-1000002,INC01-100797,F135703D58F44733,General,COMP,,Open,Duplicate
798,EXP01-10005,2019-01-06,CLM01-1007949,Thirdparty,COV01-1000001,INC01-100798,BAC978B826934A93,Fire/Theft,PD,,Open,Reported in siu
799,EXP01-10001,2019-01-05,CLM01-1006903,Thirdparty,COV01-1000001,INC01-100799,E76B1F0B667D4334,Fire/Theft,GLASS,,Open,Duplicate
800,EXP01-10003,2019-01-18,CLM01-1007813,Thirdparty,COV01-1000001,INC01-100800,12D61BF3443340B0,Subrogation,COMP,,Open,Duplicate
801,EXP01-10003,2019-01-29,CLM01-1000754,Insured,COV01-1000004,INC01-100801,7F10BC7C421B4D42,Physical,COMP,,Open,Reported in siu
802,EXP01-10003,2018-08-14,CLM01-1000824,Insured,COV01-1000002,INC01-100802,0BD4EC6CAEF142AF,Total Loss,COMP,2018-09-08,Closed,Duplicate
803,EXP01-10004,2019-01-24,CLM01-1006185,Insured,COV01-1000004,INC01-100803,18BFE8659945485E,Physical,COL,,Open,Duplicate
804,EXP01-10002,2019-02-01,CLM01-1000749,Thirdparty,COV01-1000005,INC01-100804,A0A3CAD280664E4D,Medical Claims,BI,,Open,Reported in siu
805,EXP01-10002,2018-03-19,CLM01-1009075,Insured,COV01-1000002,INC01-100805,E03966D8BAF04601,Medical Claims,BI,2018-04-18,Closed,Reported in siu
806,EXP01-10003,2018-04-23,CLM01-1002809,Insured,COV01-1000001,INC01-100806,9F9FC7B906BA455E,Injury,COMP,,Open,Closed with payments
807,EXP01-10003,2018-03-17,CLM01-1006683,Insured,COV01-1000001,INC01-100807,A262A513ED0A40BB,Medical Claims,COMP,2018-04-19,Closed,Closed without payment
808,EXP01-10004,2018-06-15,CLM01-1007866,Insured,COV01-1000001,INC01-100808,D23E43CBA98445F2,Salvage,COL,2018-07-16,Closed,Closed with payments
809,EXP01-10002,2018-02-25,CLM01-1002877,Thirdparty,COV01-1000001,INC01-100809,9A47AB73306F4570,Analyst Vendor IPD,BI,2018-03-25,Closed,Rejected
810,EXP01-10005,2018-04-30,CLM01-1002198,Insured,COV01-1000002,INC01-100810,63F0790E92C04737,Fire/Theft,PD,2018-05-28,Closed,Duplicate
811,EXP01-10004,2018-04-08,CLM01-1001493,Insured,COV01-1000002,INC01-100811,925D5EDD3B4242EF,Tow,COL,2018-05-05,Closed,Closed without payment
812,EXP01-10005,2019-01-05,CLM01-1004571,Insured,COV01-1000001,INC01-100812,FB824FF4666E4D27,Tow,PD,,Open,Rejected
813,EXP01-10002,2018-12-19,CLM01-1006071,Insured,COV01-1000002,INC01-100813,3FC9213E3FD54665,Total Loss,BI,,Open,Rejected
814,EXP01-10004,2019-01-11,CLM01-1001278,Insured,COV01-1000001,INC01-100814,9C0FCE8A6A474FBF,Fire/Theft,COL,,Open,Reported in siu
815,EXP01-10001,2018-04-05,CLM01-1001257,Insured,COV01-1000005,INC01-100815,EA7827DBFF3A4041,Injury-Compound,GLASS,,Open,Reported in siu
816,EXP01-10004,2018-02-21,CLM01-1008258,Insured,COV01-1000002,INC01-100816,9CC9B6A8E4924467,Tow,COL,,Open,Rejected
817,EXP01-10003,2018-12-22,CLM01-1006625,Insured,COV01-1000002,INC01-100817,7520C11A5B5D42AD,Injury,COMP,2019-01-22,Closed,Closed with payments
818,EXP01-10004,2018-09-23,CLM01-1010746,Insured,COV01-1000002,INC01-100818,9FAEEC41D15A4841,Total Loss,COL,2018-10-21,Closed,Duplicate
819,EXP01-10001,2018-10-24,CLM01-1006575,Thirdparty,COV01-1000002,INC01-100819,A160BE5BFD14477E,Subrogation,GLASS,,Open,Closed with payments
820,EXP01-10005,2018-02-13,CLM01-1007982,Thirdparty,COV01-1000001,INC01-100820,0F582E9958D54198,FastTrack,PD,2018-03-17,Closed,Closed with payments
821,EXP01-10002,2018-07-01,CLM01-1007947,Insured,COV01-1000002,INC01-100821,5B2D3CF965FF422F,Physical,BI,2018-07-28,Closed,Duplicate
822,EXP01-10005,2018-01-20,CLM01-1003274,Insured,COV01-1000002,INC01-100822,9A03550A3FA14A8C,Tow,PD,2018-02-20,Closed,Rejected
823,EXP01-10002,2018-11-03,CLM01-1010217,Insured,COV01-1000002,INC01-100823,B7D616241C214082,houseowners Low Compound,BI,,Open,Closed with payments
824,EXP01-10002,2018-06-23,CLM01-1002823,Insured,COV01-1000001,INC01-100824,93E4D9F14DBF475A,Medical Claims,BI,2018-07-25,Closed,Duplicate
825,EXP01-10002,2018-11-29,CLM01-1008460,Insured,COV01-1000001,INC01-100825,4531287F503B46EF,Analyst Vendor IPD,BI,,Open,Reported in siu
826,EXP01-10003,2018-09-10,CLM01-1008883,Thirdparty,COV01-1000002,INC01-100826,11B6E70B9B98457A,Injury,COMP,2018-10-03,Closed,Closed without payment
827,EXP01-10005,2019-01-18,CLM01-1005095,Insured,COV01-1000001,INC01-100827,1D4458E332D44042,FastTrack,PD,,Open,Duplicate
828,EXP01-10005,2018-02-24,CLM01-1006168,Thirdparty,COV01-1000002,INC01-100828,BB104473B58A45CA,Fire/Theft,PD,2018-03-25,Closed,Duplicate
829,EXP01-10002,2018-02-18,CLM01-1010000,Insured,COV01-1000005,INC01-100829,EEF82600BA434DFA,houseowners compound,BI,2018-03-17,Closed,Rejected
830,EXP01-10003,2018-09-19,CLM01-1001153,Insured,COV01-1000002,INC01-100830,795CAD88C7874821,FastTrack,COMP,2018-10-19,Closed,Reported in siu
831,EXP01-10005,2018-09-22,CLM01-1008695,Insured,COV01-1000002,INC01-100831,B5719A1345E84E1F,Salvage,PD,,Open,Duplicate
832,EXP01-10003,2018-04-01,CLM01-1000315,Thirdparty,COV01-1000001,INC01-100832,B99DB52EBD6C4786,Glass,COMP,2018-04-30,Closed,Reported in siu
833,EXP01-10004,2018-01-24,CLM01-1005109,Thirdparty,COV01-1000002,INC01-100833,75BD0E2719AA4A7C,houseowners Low Compound,COL,2018-02-21,Closed,Closed without payment
834,EXP01-10002,2018-12-15,CLM01-1009771,Thirdparty,COV01-1000002,INC01-100834,4BEE76CEA7684B54,houseowners Low Compound,BI,2019-01-12,Closed,Duplicate
835,EXP01-10001,2018-08-26,CLM01-1001605,Thirdparty,COV01-1000001,INC01-100835,3320A7FE7D2F496E,Subrogation,GLASS,2018-09-05,Closed,Closed with payments
836,EXP01-10002,2018-09-11,CLM01-1005699,Insured,COV01-1000002,INC01-100836,0769A5972F9A41AD,General,BI,2018-10-10,Closed,Closed with payments
837,EXP01-10004,2018-04-16,CLM01-1006288,Insured,COV01-1000001,INC01-100837,0ECE3C1642814A1B,Injury-Compound,COL,2018-05-09,Closed,Duplicate
838,EXP01-10002,2018-12-02,CLM01-1002421,Thirdparty,COV01-1000001,INC01-100838,82ACE71D8F3D467C,houseowners compound,BI,,Open,Reported in siu
839,EXP01-10001,2018-12-26,CLM01-1003996,Insured,COV01-1000002,INC01-100839,74B86280916540F2,houseowners compound,GLASS,,Open,Closed without payment
840,EXP01-10003,2018-04-25,CLM01-1003351,Insured,COV01-1000001,INC01-100840,C1BE713150114375,houseowners compound,COMP,2018-05-17,Closed,Closed with payments
841,EXP01-10002,2018-12-11,CLM01-1004917,Insured,COV01-1000001,INC01-100841,3BBB7A6686F146C2,Injury-Compound,BI,,Open,Reported in siu
842,EXP01-10004,2018-11-20,CLM01-1000318,Insured,COV01-1000002,INC01-100842,42783D8041264D93,houseowners Low Compound,COL,,Open,Rejected
843,EXP01-10003,2018-09-15,CLM01-1003494,Insured,COV01-1000001,INC01-100843,CBEAB7411E0C4652,Salvage,COMP,2018-10-12,Closed,Rejected
844,EXP01-10004,2018-12-23,CLM01-1002546,Insured,COV01-1000001,INC01-100844,C77FA878BE644DB4,Total Loss,COL,2019-01-25,Closed,Closed with payments
845,EXP01-10005,2018-10-19,CLM01-1003770,Insured,COV01-1000001,INC01-100845,45867A35C56A4E12,Medical Claims,PD,,Open,Duplicate
846,EXP01-10005,2018-09-07,CLM01-1010129,Insured,COV01-1000002,INC01-100846,3ADCF4B3EC8E47B1,FastTrack,PD,2018-10-06,Closed,Closed with payments
847,EXP01-10004,2018-08-12,CLM01-1004424,Insured,COV01-1000005,INC01-100847,7CECDFBA00294889,Analyst Vendor IPD,COL,2018-09-06,Closed,Closed without payment
848,EXP01-10001,2018-05-12,CLM01-1000333,Thirdparty,COV01-1000003,INC01-100848,58CC5A06BE12457C,Injury,GLASS,,Open,Closed without payment
849,EXP01-10003,2019-01-10,CLM01-1005355,Insured,COV01-1000001,INC01-100849,46AA85D6FB1A4DA2,Glass,COMP,,Open,Rejected
850,EXP01-10001,2018-12-24,CLM01-1000466,Insured,COV01-1000001,INC01-100850,4B6B38E906FF452F,houseowners Low Compound,GLASS,,Open,Rejected
851,EXP01-10004,2018-12-04,CLM01-1001912,Insured,COV01-1000002,INC01-100851,F4BE05E4E94C4E3C,Total Loss,COL,2019-01-07,Closed,Duplicate
852,EXP01-10005,2018-06-02,CLM01-1010854,Insured,COV01-1000002,INC01-100852,1C646961A41346AA,Injury,PD,2018-07-03,Closed,Closed without payment
853,EXP01-10003,2018-02-18,CLM01-1008471,Insured,COV01-1000002,INC01-100853,0A84C0A950F149EC,houseowners compound,COMP,,Open,Reported in siu
854,EXP01-10003,2018-10-29,CLM01-1006908,Insured,COV01-1000001,INC01-100854,3465BEA85B914A2F,houseowners compound,COMP,,Open,Closed without payment
855,EXP01-10004,2018-07-29,CLM01-1007691,Insured,COV01-1000002,INC01-100855,A6DD52815E524588,Medical Claims,COL,2018-08-29,Closed,Closed without payment
