incident_id,incident_vin,incident_desc,driver,is_the_vehicle_driveable
INC01-114629,7A9AF8D270D6485F,other vehicle collided with insured vehicle drivers side while he was pulling out of storage facility,Self,Y
INC01-114630,2A9E775EF29445A3,other vehicle backed into insured vehicle while waiting to park,Spouse,
INC01-114631,C53740F75F91436B,other vehicle was passing insured vehicle on the right shoulder and scraped the drivers side mirror against insured vehicle.,Daughter,
INC01-114632,8DB426526C8145A8,insured vehicle tried swerving to other lane to avoid hitting other vehicle but didnt work,Spouse,Y
INC01-114633,203EA7DE404448DE,insured vehicle backed into other vehicle on car lot,Brother,Y
INC01-114634,5CED905ABE874F64,Insured vehicle merged into other vehicle lane and insured vehicle collided with other vehicle.,Brother,Y
INC01-114635,A006024EB09B44E4,insured parked and hit and run by other vehicle unk where insured vehicle was parked when hit.,Father,Y
INC01-114636,5BDEA7D612814B32,other vehicle was driving on vine hill and lost control due to ice and collided with insured vehicle.,Third Party,Y
INC01-114637,789B5058A7F34FAA,insured vehicle making right on red  col with other vehicle in intersection,Father,Y
INC01-114638,B7CE48D185B24506,Someone broke into insured vehicle and took items from the vehicle. Broke the glass and damaged drivers side door lock.,Spouse,Y
INC01-114639,D6F36A4DBCEB4FA5,Insured vehicle collided with other vehicle,Sister,Y
INC01-114640,B5D3816E0D624C71,insured vehicle drove over debris from storm,Father,
INC01-114641,A371F73562CE4FF0,insured vehicle was parked and receinsured vehicleed damage,Self,Y
INC01-114642,BD546BF5B5924F16,insured vehicle hit parked other vehicle,Father,
INC01-114643,CE8B5736EF28438C,Insured vehicle was about to turn left and other vehicle changed lanes and ran into insured vehicle.,Self,
INC01-114644,99B46F543A664162,other vehicle backed into insured vehicle while waiting to park,Third Party,
INC01-114645,C45FDBEF84AD4890,insured vehicle drove over water hose in iron cover that flattened passenger side tires. Insured alleges that city left hose in wrong orientation.,Father,Y
INC01-114647,657E1D56334F4EAF,insured called a triple service to put on a spare tire. They did not put it on correctly and the entire rim and tire came off.,Self,Y
INC01-114648,80CAA5CF1EDA446A,As insured vehicle was going from one parking stall to another  other vehicle was coming down the aisle and collided with insured vehicle.,Mother,
INC01-114649,7EA8DB755DB34582,insured vehicle hit by other vehicle while leaving parking lot. Turning right on main road,Father,Y
INC01-114650,0FEED7258FCF4FC3,truck with trailer stopped in intersection  and insured vehicle rear-ended other vehicle trailer.,Daughter,Y
INC01-114651,F89D5B67F02F44D1,insured vehicle was rear-ended by other vehicle,Self,Y
INC01-114652,673F88071EB44D52,insured vehicle was parked when other vehicle hit insured vehicle.,Self,
INC01-114653,B7AA4450B82C4944,parked insured vehicle was hit by unknown other vehicle,Sister,Y
INC01-114654,ABFA61904D8C4673,Insured vehicle was hit while parked in garage  other vehicle was backing up and cracked and dented right rear bumper,Brother,Y
INC01-114655,40725A4AB6E4411D,insured vehicle turned left in front of other vehicle/ other vehicle hit insured vehicle,Brother,Y
INC01-114656,C9F46C1DDBEB4883,Insured vehicle hit bail of hay that fell off of tractor,Sister,
INC01-114657,D12B245800E04026,insured vehicle was going to make left on court land  insured vehicle did not see the other vehicle and other vehicle smashed into insured vehicle.,Daughter,Y
INC01-114658,6B381C0A15C7401F,insured traveling west bound on the skyway when the vehicle in front of the insured vehicle suddenly stopped. Insured vehicle was able to stop to avoid collided however the vehicle behind the insured vehicle re the trailer that the insured was pulling.,Third Party,Y
INC01-114659,91EC2DADEB4440D4,insured vehicle reversed and other vehicle also revered and collided with insured vehicle,Self,Y
INC01-114660,E0D696C0F26A4636,parked insured vehicle was hit by unknown other vehicle,Brother,
INC01-114661,70622A8730784291,insured vehicle turning onto paradise rd  making a right turn and swerved far right to avoid an oncoming car and hit other vehicle that was parked on paradise rd. Insured vehicle poi pass front quarter panel scraped   other vehicle poi driver side rear bumper dented and scraped.,Son,Y
INC01-114662,6A3D29345B004768,insured vehicle was backing up when a bicyclist appeared behind insured vehicle. Then insured swerved into a cement pole to avoid hitting the bicyclist.,Self,Y
INC01-114663,115F4CE920794D72,other vehicle hit insured vehicle,Self,
INC01-114664,D069F9E95511469E,insured vehicle backed into a cement pole.,Mother,Y
INC01-114665,DDD3F4F0F4254A03,Other vehicle hit insured vehicle while parked.,Daughter,Y
INC01-114666,718183BFA2B04A81,insured vehicle was hit by bushy part of tree while parked and unoccupied at residence,Son,
INC01-114667,85D4A4B295034721,Other vehicle collided with insured vehicle while insured vehicle was parked and unoccupied,Self,Y
INC01-114668,BA64866106D64D5E,Insured vehicle parked and was hit by other vehicle,Father,Y
INC01-114669,9AE06E424F9F4E06,insured vehicle was hit while parked by unk clmnt,Spouse,Y
INC01-114670,5FC9DD1F18A645EA,insured vehicle turned left  other vehicle kept going straight. Other vehicle struck insured vehicle.,Third Party,Y
INC01-114671,EBB374D635794754,insured vehicle pulled in front of ambulance,Sister,
INC01-114672,D9EE98E52B874486,Insured vehicle was on fwy. Insured vehicle attempted to merge left  lost control and slid into a ditch  collided with a retaining wall.,Spouse,
INC01-114673,8901E047F1A14DED,insured vehicle rolled into other vehicle stopped at traffic,Self,Y
INC01-114674,27BAE3A8963D4EE0,insured vehicle was on 32nd st. When insured vehicle stopped due to traffic when other vehicle rear ended insured vehicle.,Spouse,Y
INC01-114675,69B3FB2AFA094521,insured vehicle backed into parked and occupied other vehicle.,Daughter,Y
INC01-114676,9A89FC565C314FCA,insured vehicle was backing out of his space. Other vehicle stopped behind insured vehicle. Insured vehicle stopped when car alerted him that there was something behind them. Insured vehicle says they stopped before hitting other vehicle. Other vehicle claims they hit him.,Sister,Y
INC01-114677,9355412A4B3D4593,insured vehicle ran into post while mother vehicleing vehicle.,Self,Y
INC01-114678,0A0E07A4DCE04887,insured vehicle hit other vehicle while backing out of parking space,Self,Y
INC01-114679,0B843B5492814E0B,other vehicle was turning left in front of insured vehicle causing insured vehicle to collided with other vehicle,Third Party,Y
INC01-114680,F8E596D7448442DF,insured vehicle was trying to park  insured vehicle collided with parked other vehicle.,Sister,
INC01-114681,0D3F889BE76D4113,Other vehicle hit insured vehicle while parked.,Daughter,Y
INC01-114682,DAC200E91D01469A,other vehicle coll with insured vehicle mon antelope blvd,Third Party,Y
INC01-114683,D4FF24B74FD444C7,Insured vehicle and other vehicle collided with each other while both backing up,Third Party,
INC01-114684,446787CD71584826,Insured vehicle was about to turn left and other vehicle changed lanes and ran into insured vehicle.,Spouse,Y
INC01-114685,4760F4D8F57B4F1C,I v was turning left and other vehicle continuing straight when collidedision occurred.,Son,Y
INC01-114686,F814F3A97667430E,First vehicle backed into second vehicle,Son,Y
INC01-114687,964E2F2F1D5C4DC9,wind pushed insured vehicle down embankment.,Father,Y
INC01-114688,604B9EFE755743A4,Insured vehicle and other vehicle backing. Insured vehicle and other vehicle collided,Self,Y
INC01-114689,01AB530ADB7E456F,other vehicle collided insured vehicle parked vehicle,Brother,Y
INC01-114690,45483482C46747C0,insured vehicle side swiped stationary road block,Sister,Y
INC01-114691,455E4B0697E24C22,Insured vehicle was in for repairs to sunroof and it was noticed the drivers door was bowed,Spouse,Y
INC01-114692,CBF4E3912F9246B2,Insured vehicle hit pole in parking lot while backing up.,Mother,Y
INC01-114693,9D990A01275D4040,Other vehicle was trying to make a left turn and hit insured vehicle,Third Party,Y
INC01-114694,AACCA2C81DCE4A50,insured vehicle backing out of drinsured vehiclee way onto 33rd ave and collided with other vehicle,Spouse,
INC01-114695,3B508C8509FE455F,insured vehicle turning on to hwy ramp and insured vehicle lost control . Insured vehicle hit a tree,Father,Y
INC01-114696,A0061CBF976D404A,other vehicle hit insured vehicle on the pass side,Spouse,Y
INC01-114698,F0E2288EED294BCC,insured vehicle and other vehicle turning left  other vehicle collided with insured vehicle,Third Party,Y
INC01-114699,4A124CA311774B62,insured vehicle came to slowed traffic on highway. Other vehicle1 rear-ended other vehicle2 which rear ended insured vehicle.,Son,Y
INC01-114700,8C3F606C1E474492,Other vehicle collided with insured vehicle parked vehicle,Mother,Y
INC01-114701,FAF80349D54B4F37,Insured vehicle crossing intersection during a green light  other vehicle1 turned left and hit insured vehicle and other vehicle2,Brother,
INC01-114702,44D025A4CFB84C40,insured vehicle was hit by other vehicle while leaving parking spot,Father,
INC01-114703,39ED1085866C4093,insured vehicle was parked. Came out from dinner and saw the damage to his vehicle. Someone backed into the lift gate of the vehicle,Son,Y
INC01-114704,80378556A2AE44FE,Insured vehicle was in right left turn . Other vehicle was in the inner left turn lane. Insured vehicle and other vehicle proceeded to turn. Other vehicle turned into insured vehicle,Spouse,Y
INC01-114705,D8C2E7D3BBF3431A,as insured was parking his car the other vehicle hit insured vehicle while insured was parking,Self,
INC01-114706,D0B91652E87E4D38,insured vehicle re other vehicle due to a motorcycle turning around in front of other vehicle,Self,Y
INC01-114707,6D83113A25DA4249,insured vehicle was stopped at a stop light when other vehicle r/e insured vehicle,Sister,Y
INC01-114708,CDDBDF89339D4353,Insured vehicle was at a red light when he felt his vehicle mother vehiclee. Other vehicle had hit insured vehicle in the rear,Mother,
INC01-114709,02113B070ECC41E3,chains put on insured vehicle tires caused damaged to insured vehicle,Mother,Y
INC01-114710,0CF9C7306A594593,insured vehicle traveling on pacific ave  other vehicle turning out of gas station lot struck insured vehicle on pass front corner.,Self,Y
INC01-114711,363252BC236F4571,insured vehicle was getting on an on ramp it was a stop and go traffic when insured vehicle rear ended other vehicle.,Third Party,
INC01-114712,4BA3C37D94964084,insured vehicle made a sharp turn and went into a ditch,Daughter,
INC01-114713,577743F4680545A9,insured vehicle parked car damaged from unk,Father,Y
INC01-114714,C274CF982DA043DE,insured vehicle was backing out of the parking spot and hit the pillar in the garage.,Mother,Y
INC01-114715,BDBA9BEE438A4C1C,insured vehicle and other vehicle backed out of parking spaces at the same time and collided. Insd repaired his damage.,Sister,
INC01-114716,716E8301E83F4103,Insured vehicle parked  other vehicle attempted to pull out of spot near insured vehicle  insured vehicle signaled and began to pull out  other vehicle pulled out  other vehicle collided with insured vehicle  other vehicle fled other vehicle older blue 4 door with dents. Extra comments insureds phone may not work at the time of contact  try monday if not,Father,Y
INC01-114717,19B85FE483B94355,Other vehicle reversed into parked insured vehicle,Mother,
INC01-114718,FAE4471F33984E03,Other vehicle rear ended insured vehicle while in a parking lot,Brother,Y
INC01-114719,0C01DFB04F3F49BC,other vehicle collided/ insured vehicle. Poi/other vehicle passenger side insured vehicle.,Brother,Y
INC01-114720,366E58B1F3724CF3,insured traveling west bound on the skyway when the vehicle in front of the insured vehicle suddenly stopped. Insured vehicle was able to stop to avoid collided however the vehicle behind the insured vehicle re the trailer that the insured was pulling.,Brother,Y
INC01-114721,1EA7428FE5844899,insured vehicle was rear ended by other vehicle.,Self,Y
INC01-114722,831735CFD9D942A9,Insured vehicle hit while parked by unk vehicle.,Mother,
INC01-114723,39E0313E36E74248,Insured vehicle was in right left turn . Other vehicle was in the inner left turn lane. Insured vehicle and other vehicle proceeded to turn. Other vehicle turned into insured vehicle,Daughter,Y
INC01-114724,8642FB3593CB4CE3,Insured vehicle on right lane next to slow lane  other vehicle in left lane next to insured vehicle. Three lanes on left of freeway blocked due to previous accident   other vehicle merged into insured vehicles lane  hit rear driver side wheel and bumper with other vehicles front steering wheel.,Brother,Y
INC01-114725,338FF5A169C34694,Someone broke into insured vehicle and took items from the vehicle. Broke the glass and damaged drivers side door lock.,Self,Y
INC01-114726,D11F8656DE654D5F,Insured vehicle was r/e by other vehicle,Third Party,Y
INC01-114727,76F15D84F6264C5B,insured vehicle hit while parked by unk 3rd party,Brother,Y
INC01-114728,FD68C608EC214B00,insured vehicle was hit by other vehicle while leaving parking spot,Third Party,
INC01-114729,3D83557C366A47BF,insured vehicle turned left  other vehicle kept going straight. Other vehicle struck insured vehicle.,Spouse,Y
INC01-114730,5B7ECFA7999D474E,other vehicle hit insured vehicle while backing out of a drinsured vehicleeway,Daughter,
INC01-114731,88316F8E104A4FC9,insured vehicle was hit by other vehicle who ran a red light hitting him on the drinsured vehicleer side.,Son,Y
INC01-114732,2B19D104BD1145ED,Insured vehicle was hit while parked in garage  other vehicle was backing up and cracked and dented right rear bumper,Daughter,Y
INC01-114733,28DCEEC8F365432F,insured vehicle parked in parking lot  other vehicle col with insured vehicle.,Spouse,Y
INC01-114734,CB43B79102DE4884,Insured vehicle and other vehicle were trying to leave the mosque and were in bumper to bumper traffic in line to get out of the gate. Insured vehicle accidentally rolled very lightly into the rear- end of other vehicle.,Daughter,Y
INC01-114735,808F389DBECD4986,insured vehicle hit other vehicle in parking lot,Self,Y
INC01-114736,35B1ABEBFF6E4186,insured vehicle hit the guard rail.,Son,
INC01-114737,262393E59BB04E43,insured vehicle was passing other vehicle  other vehicle was stopped in the middle of parking lot with no one in front of them  once insured vehicle started to pass other vehicle started turning and hit insured vehicle,Son,Y
INC01-114738,60A74C0CB1964F0B,traffic is being directed due to construction and there is only 1 lane on 29th insured vehicle trav on 29th and made a u turn and insured vehicle parked at elevator from the church and other vehicle was trying to pass insured vehicle and collided with insured vehicle,Daughter,
INC01-114739,787D1C0DF01A4CF8,insured vehicle r/e other vehicle,Spouse,Y
INC01-114740,70F1CB480151447C,insured vehicle and other vehicle where both backing out. Insured vehicle stopped but other vehicle continued and backed into insured vehicle.,Son,
INC01-114741,B3E19BDC7D944F13,insured vehicle parked insured came out to find damage no info left,Mother,Y
INC01-114742,40A5527029E44863,insured vehicle side swipped by other vehicle while on highway,Sister,Y
INC01-114743,362F55031DA2413C,insured vehicle was trav when a deer came across the rd and insured vehicle swerved to avoid hitting the deer and went into a ditch,Brother,Y
INC01-114744,02A826A3CE1A4616,Insured vehicle collided other vehicle while backing out,Spouse,Y
INC01-114745,81258E0A61364E94,Insured vehicle east bound other vehicle south bound  other vehicle crossed lane hit insured vehicle vehicle insured vehicle was at intersection going about 5 mph,Daughter,Y
INC01-114746,840F2D8BEB8A4CB0,As insured vehicle was going from one parking stall to another  other vehicle was coming down the aisle and collided with insured vehicle.,Mother,Y
INC01-114747,9C05431556E94911,insured vehicle re other vehicle due to a motorcycle turning around in front of other vehicle,Mother,Y
INC01-114748,7F2084AA9B554BAB,Other vehicle rear ended insured vehicle while in a parking lot,Mother,Y
INC01-114749,0F41F29E67B24FFF,insured vehicle side swipped by other vehicle while on highway,Self,Y
INC01-114750,3127B326DE004C46,insured vehicle was parking and caught the front bumper on a raised cement island pulling it off when leaving parking space.,Daughter,Y
INC01-114751,DF0036523B3048A1,rear ended by truck hitting other vehicle2 ahead,Sister,Y
INC01-114752,90C71FAF658F44EB,Insured vehicle parked vehicle got hit,Third Party,Y
INC01-114753,B72382D3830F4190,Insured vehicle swerved to dodge a christmas that fell on the highway  when insured vehicle lost control and fell into a ditch,Brother,Y
INC01-114754,7CC7B495AF464D9C,Insured vehicle got stuck pulling out of street  insured vehicle reversed to get unstuck and front bumper fell off.,Son,Y
INC01-114755,B75BB44A7BEC4529,Insured vehicle got hit while parked,Spouse,Y
INC01-114756,66263E00228641CE,insured vehicle was getting to a stop light  unknown other vehicle made a big turn and collided with insured vehicle on the driver side.,Third Party,Y
INC01-114757,D0C70126978745C8,insured vehicle was hit while parked by unk clmnt,Sister,
INC01-114758,84158069FECB4252,insured vehicle and other vehicle traveling the same direction. Other vehicle was stopped at a red light when insured vehicle r/e other vehicle,Spouse,
INC01-114759,34157C533AFC460A,other vehicle was turning left in front of insured vehicle causing insured vehicle to collided with other vehicle,Spouse,Y
INC01-114760,5EF0D4DA97BB4E00,Insured vehicle parked  came out to rear driver side dented and scratched,Third Party,Y
INC01-114761,5F92BE12F05F4DD7,Other vehicle was trying to get into the left lane in front of insured vehicle. Other vehicle did not have space and ended hitting insured vehicle.,Son,Y
INC01-114762,6329A9C4F15C478B,insured vehicle had come to a stop at a light  other vehicle rear ended insured vehicle.,Spouse,Y
INC01-114763,5C7AA230B9A8437C,stop and go traffic conditions  insured vehicle rear-ended other vehicle.,Father,
INC01-114764,13671C2181D04F6E,Other vehicle backed into insured vehicle.,Father,Y
INC01-114765,BFCF0FB4DE3745E1,insured vehicle sideswiped parked other vehicle,Mother,Y
INC01-114766,BB05E875FC8F47F2,Insured noticed scratches on the passenger side of car after returning home,Father,Y
INC01-114767,DCB6DF766EC24E96,Other vehicle backed into insured vehicle  materials from rear of truck damaged insured vehicle,Father,Y
INC01-114768,436F57743C6445E5,other vehicle turned right from the middle lane and crossed other vehicleer insured vehicle causing a collidedision at intersection,Third Party,Y
INC01-114769,5E1C532183B14972,Insured vehicle backing and collided with other vehicle,Self,Y
INC01-114770,4A515CB3CF4A4EBF,insured vehicle hit other vehicle while parking  hit driver's side headlight,Father,
INC01-114771,24BBE77688C2432B,Insured vehicle completely stopped in traffic. Other vehicle 1 r/e other vehicle2  other vehicle2 r/e insured vehicle,Self,Y
INC01-114772,478973B0F2D54D34,other vehicle was driving on vine hill and lost control due to ice and collided with insured vehicle.,Father,Y
INC01-114773,C4DAB47B83E144AA,insured vehicle backed into gate,Mother,Y
INC01-114774,964FAA7758B74880,Other vehicle back into insured vehicle while insured vehicle was parked and unoccupied,Sister,Y
INC01-114775,D59BE664116B419F,insured vehicle was stopped in parking lot and other vehicle collided with insured vehicle,Third Party,Y
INC01-114776,9CFFEF4C6D4B463E,Insured was stopped at red light claimant backed into the front of insured,Mother,Y
INC01-114777,D67EE1982ECC4682,other vehicle started mother vehicleing into insured vehicle lane from on coming traffic and ran insured vehicle off road,Father,Y
INC01-114778,A92FA7D0335343BD,Insured vehicle fell in a pot hole and insured vehicle got damaged.,Brother,Y
INC01-114779,85F1F99D33FD487F,Insured vehicle on right lane next to slow lane  other vehicle in left lane next to insured vehicle. Three lanes on left of freeway blocked due to previous accident   other vehicle merged into insured vehicles lane  hit rear driver side wheel and bumper with other vehicles front steering wheel.,Mother,Y
INC01-114780,6645056FEBE843EA,Cust collided with retaining wall,Spouse,Y
INC01-114781,4CE0794A4DB04F9E,Cust collided with retaining wall,Mother,Y
INC01-114782,E63F91E37F1A45F5,insured vehicle foot slipped of pedal and backed into a tree,Father,Y
INC01-114783,FC4926B4BF5C459A,Damaged occurred when vehicle was parked and unoccupied in parking garage betwn 2pm-10 pm. Possible that someones door hit insured vehicle,Sister,Y
INC01-114784,ED56FC5CEBFF4A25,Other vehicle ran red light and collided with insured vehicle in intersection,Third Party,Y
INC01-114785,5807D69E97BA47B6,insured vehicle tried swerving to other lane to avoid hitting other vehicle but didnt work,Brother,Y
INC01-114786,9F196521C12B4D37,insured vehicle was driving on the i5 s and hit an abandoned vehicle,Son,Y
INC01-114787,2FAF04F6201942D5,insured vehicle re by other vehicle,Daughter,Y
INC01-114788,71971BC316604558,insured parked and hit and run by other vehicle unk where insured vehicle was parked when hit.,Daughter,
INC01-114789,C8DA8C134B4A46A4,Insured vehicle slowed down for traffic when other vehicle re insured vehicle,Son,
INC01-114790,44BA1EFA318E4898,insured vehicle was parked. Other vehicle collided with insured vehicle and left. Insd noticed the damage when he got home.,Daughter,Y
INC01-114840,B861219D993F4DD9,other vehicle collided with insured vehicle when making a right turn instead of a left turn,Daughter,Y
INC01-114791,41816877391D4D88,insured vehicle was parking and insured vehicle had just stopped behind other vehicle. Other vehicle reversed and collided with the insured vehicle.,Spouse,Y
INC01-114792,E1BBEA9BD89346BF,Insured vehicle drove over an object in the road.,Mother,Y
INC01-114793,5AACFF85E186470C,insured vehicle hit while parked by unk 3rd party,Son,Y
INC01-114794,B6C3E8BA0E834681,insured vehicle was hit while parked.,Mother,Y
INC01-114795,BB795DB34E614F78,insured vehicle was parked while hit,Spouse,Y
INC01-114796,796B0A4A51824E6B,Insured vehicle swerved to dodge a christmas that fell on the highway  when insured vehicle lost control and fell into a ditch,Brother,
INC01-114797,3CEC06D859F64230,ins walked out to see damage on vehicle,Mother,Y
INC01-114798,27021D7C457741EC,insured vehicle backed into the other vehicle and the parking lot was completely dark and the other vehicle didnt have head lights on,Sister,
INC01-114799,ACC705D2E15E4359,insured vehicle was making a left hand turn off of e hamilton onto east st 10 mp when other vehicle approached from the opposite direction. Both insured vehicle and other vehicle stopped  insured vehicle then proceeded on with his turn as other vehicle came to a stop  at the same time as other vehicle mother vehicleed forward.,Sister,Y
INC01-114800,AE0573E0B4E04873,Insured vehicle was stopped when other vehicle hit insured vehicle and didnt stop.,Daughter,Y
INC01-114801,B7D616241C214082,insured vehicle went into parking lot and hit a pole,Mother,
INC01-114802,FD07FBCF697549BA,insured vehicle was backing up and other vehicle was backing up. Insured vehicle and other vehicle backed into each other.,Brother,Y
INC01-114803,1D12E5AA52424475,insured vehicle was involved in a hit and run while parked and unoccupied,Spouse,Y
INC01-114804,D8EA705816124557,I v was turning left and other vehicle continuing straight when collidedision occurred.,Third Party,Y
INC01-114805,BF688D2A7D564401,insured vehicle hit debris while attempting to park car.,Self,Y
INC01-114806,6BCCF72A99374E59,insured vehicle was parked when hit by other vehicle,Self,
INC01-114807,4EF3DE67E9ED47D8,other vehicle made left hand turn across the front of insured vehicle. Insured vehicle had accident in intersection with other vehicle.,Mother,Y
INC01-114808,275432E5B74D463B,insured vehicle parked insured came out to find damage no info left,Brother,Y
INC01-114809,67AD9ED0F2FF4601,insured vehicle turning onto paradise rd  making a right turn and swerved far right to avoid an oncoming car and hit other vehicle that was parked on paradise rd. Insured vehicle poi pass front quarter panel scraped   other vehicle poi driver side rear bumper dented and scraped.,Mother,Y
INC01-114810,7FB01CEE183B47FE,other vehicle was turning left in front of insured vehicle causing insured vehicle to collided with other vehicle,Spouse,Y
INC01-114811,43C28DD3FB724E80,insured vehicle was making a left turn off of the freeway  and was r/e by other vehicle,Mother,
INC01-114812,71AB36A1FD9E4BA7,Insured was stopped at red light claimant backed into the front of insured,Self,Y
INC01-114813,7D6D278AA581413D,insured vehicle backed into other vehicle on car lot,Sister,Y
INC01-114814,5616AFBAA4774E88,insured vehicle hit other vehicle while backing out of parking space,Spouse,
INC01-114815,473A6F8D20CC4623,insured vehicle was hit while parked in front of the house. Car is in the middle of the street.,Brother,Y
INC01-114816,71E12C2EF5C5424D,other vehicle r/e insured vehicle.,Sister,Y
INC01-114817,2CEEA0624F9448C2,Insured vehicle on right lane next to slow lane  other vehicle in left lane next to insured vehicle. Three lanes on left of freeway blocked due to previous accident   other vehicle merged into insured vehicles lane  hit rear driver side wheel and bumper with other vehicles front steering wheel.,Third Party,
INC01-114818,194E9510A1EE4627,insured vehicle and other vehicle turning left  other vehicle collided with insured vehicle,Son,
INC01-114819,7F032559F46E4D4E,insured vehicle was hit by other vehicle while parked,Self,Y
INC01-114820,4B1A38D3EEFE4465,insured vehicle stolen  insured vehicle collided other vehicle1 and other vehicle2,Self,Y
INC01-114821,31A0FB4C0A2E4AB5,insured vehicle backed out into someone in parking lot.,Brother,Y
INC01-114822,019E653B675D48A4,stop and go traffic conditions  insured vehicle rear-ended other vehicle.,Sister,
INC01-114823,6873825EC95144BD,Online claim,Third Party,Y
INC01-114824,CFBE2B94343F4492,following up on existing claim,Father,
INC01-114825,D674AEAF0C36426F,Insured vehicle hit other vehicle while mother vehicleing into other vehicle lane.,Third Party,
INC01-114826,F590233E46414A8C,insured vehicle stopped to park  other vehicle tried to pass  collidediding with insured vehicle left rear side,Son,Y
INC01-114827,F91A450BA7904520,insured vehicle and other vehicle collided,Third Party,Y
INC01-114828,7546E2678FDE4F82,Other vehicle swerved into insured vehicles lane and struck insured vehicle.,Mother,Y
INC01-114829,A53287516C914805,insured vehicle backing out of drinsured vehiclee way onto 33rd ave and collided with other vehicle,Self,Y
INC01-114830,257198108EDE4002,Other vehicle back into insured vehicle while insured vehicle was parked and unoccupied,Sister,Y
INC01-114831,2D45AC4A9F7A418B,insured vehicle was driving straight other vehicle crossed it insured vehicles lane and collided with insured vehicle,Father,Y
INC01-114832,02962D1E82654909,insured let a friend drinsured vehiclee her car he got pulled over for a dui and also hit a post,Daughter,Y
INC01-114833,8947DDC3EDE04B28,insured vehicle was hit while parked in front of the house. Car is in the middle of the street.,Self,Y
INC01-114834,D1FA690DC4DC469B,insured vehicle trav with when insured vehicle slipped on black ice it caused insured vehicle to spin out collided into a snow bank,Sister,Y
INC01-114835,14E69A0FDD5A45BD,a boat flew off another vehicle of the insd in a storm collidediding with insured vehicle.,Self,Y
INC01-114836,FCE86F3AC634440E,other vehicle hit insured vehicle,Self,Y
INC01-114837,FC82B5C42BFB47E2,insured vehicle was making a turn and collided with other vehicle that was turning as well.,Daughter,Y
INC01-114838,BA54CBDEF47B4195,Insured vehicle was hit while parked in garage  other vehicle was backing up and cracked and dented right rear bumper,Self,Y
INC01-114839,C1D6F7D155314022,insured vehicle hit while parked and unoccupied. Other vehicle left no information,Third Party,Y
INC01-114841,27152F3062024BDF,insured vehicle was in car wash  was pushed by machinery into other vehicle poi/insured vehicle- broken grill,Self,Y
INC01-114842,11B08C917B5B41B1,insured vehicle vehicle hit an island in the middle of the road.,Brother,Y
INC01-114843,5C1E363356594C59,Other vehicle hit insured vehicle while parked.,Brother,Y
INC01-114844,F8A05763D8024CF7,other vehicle backing into insured vehicle,Daughter,Y
INC01-114845,FE500B763FA74A59,Other vehicle collided with insured vehicle parked vehicle,Father,Y
INC01-114846,C94CE95DD5C54B17,other vehicle backed up from parking space and collided with parked and occupied insured vehicle,Son,Y
INC01-114847,99561C7F82BD4666,insured vehicle hit parked car,Sister,Y
INC01-114848,226ED7B6A0C441C6,insured vehicle was passing other vehicle  other vehicle was stopped in the middle of parking lot with no one in front of them  once insured vehicle started to pass other vehicle started turning and hit insured vehicle,Brother,
INC01-114849,E069A057C9414E2F,Other vehicle was parked at an angle behind insured vehicle. Insured vehicle backed up and hit parked other vehicle.,Brother,Y
INC01-114850,E0D187A8988B4503,other vehicle lost control of vehicle and hit insured vehicle,Father,Y
INC01-114851,3C6D1085833D499E,insured vehicle was driving and ran over an unknown object damaging front end.,Father,Y
INC01-114852,1130DB6E9B86441C,insured vehicle was parked at home depot while insured was shopping. Insured drove the insured vehicle home  when insured later went to drinsured vehiclee the insured vehicle  insured discovered insured vehicle had been damaged.,Daughter,Y
INC01-114853,0CD295A7508E482A,Insured noticed there was damage done to the hood of the vehicle.,Mother,
INC01-114854,6B0806EB687344C0,Insured vehicle and other vehicle were trying to leave the mosque and were in bumper to bumper traffic in line to get out of the gate. Insured vehicle accidentally rolled very lightly into the rear- end of other vehicle.,Mother,Y
INC01-114855,85B0ECBA4A014215,other vehicle hit i/v drivers side rear bumper,Third Party,Y
INC01-114856,5E1745E28A334533,unknown other vehicle hit insured vehicle while insured vehicle parked,Son,
INC01-114857,6C3F5FB7F128452E,insured vehicle was turning right off galvenston and side swiped other vehicle who was also turning into left lane,Son,Y
INC01-114858,EEB75FC84CAC4EF7,insured vehicle lost control of vehicle on wet road and hit curb,Brother,Y
INC01-114859,ABFDDAE434F04A64,Insured vehicle swerved to dodge a christmas that fell on the highway  when insured vehicle lost control and fell into a ditch,Self,Y
INC01-114860,58ED3329255349F5,other vehicle and insured vehicle on freeway other vehicle hit rt rear corner of insured vehicle,Mother,Y
INC01-114861,8F2E8309A04D45D4,other vehicle rear ended insured vehicle,Mother,Y
INC01-114862,E67CD9A1613D4A36,Insured vehicle was driving to proceed to make a left turn at the light  when other vehicle was pulling out of a drinsured vehicleeway on to the intersection and crossed the two to lanes to make a left turn and collided into insured vehicle,Third Party,Y
INC01-114863,9C494B48BA1744EE,Insured vehicle and other vehicle backing. Insured vehicle and other vehicle collided,Spouse,
INC01-114864,96E959B0E30D45A3,Insured vehicle was hit while park and unoccupied.,Self,
INC01-114865,E681B4EE6B604587,Insured vehicle collided garage,Spouse,Y
INC01-114866,6F0D67CC41234D08,Insured vehicle r/e stopped other vehicle,Third Party,Y
INC01-114867,45BCB4B6823E4D60,unknown insured vehicle was parked at the time of damages.,Brother,Y
INC01-114868,6949BF9387324390,insured vehicle rear ended other vehicle on el camino drinsured vehiclee,Sister,Y
