,exposure_id,exp_createdate,exp_claim_id,exp_lossparty,exp_coverage_id,exp_incident_id,exp_vehicle_id,exp_group,exp_type,exp_closedate,exp_status,exp_resolution
666,EXP01-10004,24-01-2019,CLM01-1008912,Insured,COV01-1000002,INC01-100666,FC396BF52A124F4B,Salvage,COL,,Open,Duplicate
667,EXP01-10001,04-06-2018,CLM01-1008188,Insured,COV01-1000001,INC01-100667,82046AB1C7734207,Injury-Compound,GLASS,15-06-2018,Closed,Duplicate
668,EXP01-10002,15-11-2018,CLM01-1008371,Insured,COV01-1000002,INC01-100668,AE74F37B9D624672,Subrogation,BI,,Open,Closed without payment
669,EXP01-10004,28-07-2018,CLM01-1000271,Insured,COV01-1000002,INC01-100669,6857A1398DC2438E,Total Loss,COL,,Open,Closed with payments
670,EXP01-10004,31-08-2018,CLM01-1005889,Insured,COV01-1000001,INC01-100670,E6A9E3B8975B49D2,Fire/Theft,COL,28-09-2018,Closed,Closed with payments
671,EXP01-10005,29-12-2018,CLM01-1002341,Insured,COV01-1000002,INC01-100671,05C77546A5904656,Total Loss,PD,,Open,Duplicate
672,EXP01-10003,11-05-2018,CLM01-1002046,Insured,COV01-1000002,INC01-100672,CED19F3EF0FE4636,Medical Claims,COMP,,Open,Closed without payment
673,EXP01-10004,07-11-2018,CLM01-1000214,Insured,COV01-1000001,INC01-100673,8FEA68B3F3414325,Medical Claims,COL,,Open,Reported in siu
674,EXP01-10003,27-06-2018,CLM01-1003568,Thirdparty,COV01-1000002,INC01-100674,5FB4DBA3D65448AD,Injury,COMP,,Open,Closed without payment
675,EXP01-10005,30-10-2018,CLM01-1009088,Thirdparty,COV01-1000001,INC01-100675,A751BF0D42D64DDB,Tow,PD,,Open,Closed with payments
676,EXP01-10005,22-11-2018,CLM01-1002588,Thirdparty,COV01-1000001,INC01-100676,4169B0891A334266,FastTrack,PD,,Open,Rejected
677,EXP01-10005,21-07-2018,CLM01-1001160,Insured,COV01-1000002,INC01-100677,4CA08FF2D04C4459,Medical Claims,PD,17-08-2018,Closed,Reported in siu
678,EXP01-10001,25-11-2018,CLM01-1000419,Insured,COV01-1000002,INC01-100678,E93A28AC79DD4F12,Subrogation,GLASS,,Open,Closed without payment
679,EXP01-10002,31-03-2018,CLM01-1009961,Thirdparty,COV01-1000001,INC01-100679,7A92CD0916764CAA,Injury,BI,27-04-2018,Closed,Closed with payments
680,EXP01-10003,21-12-2018,CLM01-1000443,Insured,COV01-1000001,INC01-100680,A9840BF3D8894F89,houseowners Low Compound,COMP,,Open,Rejected
681,EXP01-10003,16-04-2018,CLM01-1010087,Thirdparty,COV01-1000001,INC01-100681,C64002355A214996,Tow,COMP,,Open,Closed with payments
682,EXP01-10005,07-01-2018,CLM01-1003343,Thirdparty,COV01-1000002,INC01-100682,9E8B86722A924A78,Fire/Theft,PD,05-02-2018,Closed,Closed without payment
683,EXP01-10005,25-05-2018,CLM01-1007192,Thirdparty,COV01-1000001,INC01-100683,5BB70C9BCD7249D2,Subrogation,PD,19-06-2018,Closed,Closed with payments
684,EXP01-10001,15-03-2018,CLM01-1004454,Insured,COV01-1000002,INC01-100684,EAF084FEADF64790,houseowners Low Compound,GLASS,,Open,Reported in siu
685,EXP01-10005,28-07-2018,CLM01-1010619,Insured,COV01-1000001,INC01-100685,C77FA878BE644DB4,Analyst Vendor IPD,PD,,Open,Duplicate
686,EXP01-10002,23-11-2018,CLM01-1002544,Insured,COV01-1000002,INC01-100686,305F33A4C61F485B,Injury,BI,,Open,Closed without payment
687,EXP01-10004,21-04-2018,CLM01-1009139,Insured,COV01-1000001,INC01-100687,09DB18E4E0D9485E,Total Loss,COL,18-05-2018,Closed,Rejected
688,EXP01-10002,23-05-2018,CLM01-1001901,Thirdparty,COV01-1000002,INC01-100688,A7F0B52C9D044A22,Analyst Vendor IPD,BI,23-06-2018,Closed,Rejected
689,EXP01-10001,18-08-2018,CLM01-1009211,Insured,COV01-1000001,INC01-100689,F8284657D7AF4FF0,Total Loss,GLASS,26-08-2018,Closed,Reported in siu
690,EXP01-10002,12-01-2018,CLM01-1009687,Thirdparty,COV01-1000002,INC01-100690,7921BBDEA77447D8,Glass,BI,07-02-2018,Closed,Reported in siu
691,EXP01-10005,29-01-2018,CLM01-1009719,Thirdparty,COV01-1000002,INC01-100691,18BFE8659945485E,Medical Claims,PD,28-02-2018,Closed,Closed with payments
692,EXP01-10003,02-12-2018,CLM01-1007892,Insured,COV01-1000002,INC01-100692,56258B6999C24C3D,Total Loss,COMP,01-01-2019,Closed,Duplicate
693,EXP01-10003,12-01-2018,CLM01-1010025,Thirdparty,COV01-1000002,INC01-100693,CC4384512D354E5C,houseowners compound,COMP,07-02-2018,Closed,Closed with payments
694,EXP01-10005,22-12-2018,CLM01-1007609,Insured,COV01-1000002,INC01-100694,2F8C9C4EF9074BBD,Physical,PD,,Open,Closed with payments
695,EXP01-10004,01-09-2018,CLM01-1008932,Insured,COV01-1000001,INC01-100695,48C40CD2A2DB4104,Fire/Theft,COL,28-09-2018,Closed,Closed without payment
696,EXP01-10004,28-02-2018,CLM01-1004829,Insured,COV01-1000002,INC01-100696,99B879C6174C4CE7,General,COL,,Open,Rejected
697,EXP01-10003,10-12-2018,CLM01-1001127,Thirdparty,COV01-1000001,INC01-100697,8A77B1265B944572,houseowners Low Compound,COMP,,Open,Rejected
698,EXP01-10002,12-12-2018,CLM01-1006626,Insured,COV01-1000002,INC01-100698,5577C6A4DC624B18,Salvage,BI,,Open,Duplicate
699,EXP01-10001,13-09-2018,CLM01-1000600,Insured,COV01-1000001,INC01-100699,CB6B94127CF649D9,Analyst Vendor IPD,GLASS,25-09-2018,Closed,Rejected
700,EXP01-10002,25-07-2018,CLM01-1004777,Insured,COV01-1000002,INC01-100700,39AEAF8C0897403B,Glass,BI,22-08-2018,Closed,Closed with payments
701,EXP01-10001,31-01-2018,CLM01-1006617,Insured,COV01-1000002,INC01-100701,0BD4EC6CAEF142AF,Injury,GLASS,,Open,Closed with payments
702,EXP01-10002,27-04-2018,CLM01-1001860,Thirdparty,COV01-1000002,INC01-100702,52ABD55FF77D4C3E,Physical,BI,30-05-2018,Closed,Closed without payment
703,EXP01-10001,02-02-2019,CLM01-1010166,Insured,COV01-1000001,INC01-100703,859EB6553AD44137,Salvage,GLASS,,Open,Duplicate
704,EXP01-10003,19-11-2018,CLM01-1001368,Thirdparty,COV01-1000001,INC01-100704,8D7C2300DFAC40DE,Subrogation,COMP,,Open,Closed without payment
705,EXP01-10004,15-02-2018,CLM01-1002361,Thirdparty,COV01-1000002,INC01-100705,12BDAC7784F44622,Medical Claims,COL,17-03-2018,Closed,Closed without payment
706,EXP01-10004,29-11-2018,CLM01-1010077,Thirdparty,COV01-1000002,INC01-100706,7916E7422FE24AB7,Tow,COL,,Open,Rejected
707,EXP01-10003,12-10-2018,CLM01-1000359,Insured,COV01-1000002,INC01-100707,A3B1EC48817644BE,Subrogation,COMP,,Open,Rejected
708,EXP01-10005,31-12-2018,CLM01-1001431,Insured,COV01-1000002,INC01-100708,0A84C0A950F149EC,General,PD,,Open,Rejected
709,EXP01-10005,01-08-2018,CLM01-1010619,Thirdparty,COV01-1000001,INC01-100709,37CEBF0B53504F76,Analyst Vendor IPD,PD,,Open,Duplicate
710,EXP01-10002,17-05-2018,CLM01-1000974,Insured,COV01-1000001,INC01-100710,970B4B8D43B3492C,Fire/Theft,BI,09-06-2018,Closed,Duplicate
711,EXP01-10004,14-09-2018,CLM01-1004484,Insured,COV01-1000001,INC01-100711,9979A26A97EA4C84,houseowners compound,COL,15-10-2018,Closed,Rejected
712,EXP01-10001,06-09-2018,CLM01-1010603,Insured,COV01-1000002,INC01-100712,524AB95465D5446E,Total Loss,GLASS,14-09-2018,Closed,Reported in siu
713,EXP01-10004,15-01-2019,CLM01-1006078,Thirdparty,COV01-1000002,INC01-100713,873B9A0D90364564,Injury-Compound,COL,,Open,Rejected
714,EXP01-10004,28-03-2018,CLM01-1004883,Thirdparty,COV01-1000001,INC01-100714,A844834543F942EC,houseowners Low Compound,COL,25-04-2018,Closed,Closed with payments
715,EXP01-10004,01-05-2018,CLM01-1009768,Insured,COV01-1000002,INC01-100715,E0C0B975F1074688,FastTrack,COL,,Open,Reported in siu
716,EXP01-10002,12-03-2018,CLM01-1004791,Insured,COV01-1000002,INC01-100716,F7D4C703B2BF44A5,General,BI,12-04-2018,Closed,Closed with payments
717,EXP01-10005,31-01-2018,CLM01-1000282,Thirdparty,COV01-1000002,INC01-100717,B1513292D3704ECE,Glass,PD,28-02-2018,Closed,Duplicate
718,EXP01-10005,13-04-2018,CLM01-1010394,Insured,COV01-1000002,INC01-100718,40970D9927184075,Medical Claims,PD,,Open,Rejected
719,EXP01-10004,25-01-2019,CLM01-1003347,Thirdparty,COV01-1000001,INC01-100719,43825E2F9D994A6F,Analyst Vendor IPD,COL,,Open,Reported in siu
720,EXP01-10005,04-07-2018,CLM01-1000535,Insured,COV01-1000001,INC01-100720,48D60FBEF08D4413,Salvage,PD,30-07-2018,Closed,Closed with payments
721,EXP01-10005,27-01-2018,CLM01-1009117,Thirdparty,COV01-1000002,INC01-100721,5C6EB76D71DE46B2,Fire/Theft,PD,,Open,Reported in siu
722,EXP01-10002,02-03-2018,CLM01-1007450,Insured,COV01-1000002,INC01-100722,D3DD8C6160FC49A0,houseowners compound,BI,31-03-2018,Closed,Rejected
723,EXP01-10005,26-01-2019,CLM01-1007771,Insured,COV01-1000002,INC01-100723,B771802F45FD477B,Injury-Compound,PD,,Open,Duplicate
724,EXP01-10001,24-05-2018,CLM01-1009380,Insured,COV01-1000001,INC01-100724,0A3622BD308249D0,FastTrack,GLASS,06-06-2018,Closed,Closed without payment
725,EXP01-10003,19-11-2018,CLM01-1008872,Insured,COV01-1000001,INC01-100725,EDEA7D3689164616,Injury,COMP,,Open,Reported in siu
726,EXP01-10001,02-10-2018,CLM01-1000831,Thirdparty,COV01-1000002,INC01-100726,D3B2B2A592EE4E59,Glass,GLASS,,Open,Closed with payments
727,EXP01-10005,09-01-2018,CLM01-1007299,Thirdparty,COV01-1000002,INC01-100727,8C1992CB47FC48B3,Physical,PD,12-02-2018,Closed,Closed with payments
728,EXP01-10005,06-08-2018,CLM01-1000506,Thirdparty,COV01-1000002,INC01-100728,3A0412DD6F4F4422,houseowners compound,PD,02-09-2018,Closed,Duplicate
729,EXP01-10005,18-07-2018,CLM01-1006582,Thirdparty,COV01-1000001,INC01-100729,860065F773674674,houseowners compound,PD,21-08-2018,Closed,Closed with payments
730,EXP01-10004,14-09-2018,CLM01-1001582,Insured,COV01-1000002,INC01-100730,D4E749D7B9944FAA,houseowners Low Compound,COL,,Open,Rejected
731,EXP01-10004,19-05-2018,CLM01-1003339,Insured,COV01-1000001,INC01-100731,B2DB26EFF3BE4651,Physical,COL,20-06-2018,Closed,Rejected
732,EXP01-10005,18-05-2018,CLM01-1005548,Insured,COV01-1000001,INC01-100732,64CFB2CD579F49AD,Fire/Theft,PD,16-06-2018,Closed,Duplicate
733,EXP01-10005,20-03-2018,CLM01-1009714,Insured,COV01-1000001,INC01-100733,C0B35D3D75764ED7,Glass,PD,20-04-2018,Closed,Duplicate
734,EXP01-10005,10-01-2019,CLM01-1010427,Thirdparty,COV01-1000002,INC01-100734,D080AC4682374ED5,Tow,PD,,Open,Reported in siu
735,EXP01-10003,21-11-2018,CLM01-1001466,Insured,COV01-1000001,INC01-100735,0E606445EC1D44C4,General,COMP,,Open,Closed with payments
736,EXP01-10003,14-10-2018,CLM01-1008842,Insured,COV01-1000001,INC01-100736,C4EDDECFD2DC40B4,Medical Claims,COMP,,Open,Reported in siu
737,EXP01-10002,18-11-2018,CLM01-1001470,Thirdparty,COV01-1000001,INC01-100737,D5CF5467CE714AE9,Injury,BI,,Open,Duplicate
738,EXP01-10001,25-10-2018,CLM01-1007804,Thirdparty,COV01-1000002,INC01-100738,F14E8E0B197D4B18,Injury,GLASS,,Open,Closed without payment
739,EXP01-10001,23-02-2018,CLM01-1000974,Thirdparty,COV01-1000001,INC01-100739,06A5282B66414765,Analyst Vendor IPD,GLASS,08-03-2018,Closed,Duplicate
740,EXP01-10002,11-11-2018,CLM01-1001804,Thirdparty,COV01-1000002,INC01-100740,534F887277FA4DBC,Glass,BI,,Open,Reported in siu
741,EXP01-10002,10-05-2018,CLM01-1006461,Insured,COV01-1000001,INC01-100741,8A52C2D19CAF4070,Analyst Vendor IPD,BI,03-06-2018,Closed,Duplicate
742,EXP01-10005,29-09-2018,CLM01-1010923,Insured,COV01-1000001,INC01-100742,00190E167C084B93,General,PD,24-10-2018,Closed,Closed without payment
743,EXP01-10001,11-02-2018,CLM01-1002028,Insured,COV01-1000002,INC01-100743,30C0532DABA84086,houseowners compound,GLASS,19-02-2018,Closed,Rejected
744,EXP01-10001,21-05-2018,CLM01-1007892,Insured,COV01-1000001,INC01-100744,A3BC49DE55134854,General,GLASS,27-05-2018,Closed,Closed without payment
745,EXP01-10004,11-10-2018,CLM01-1006313,Thirdparty,COV01-1000002,INC01-100745,17133184649D4896,Injury,COL,,Open,Reported in siu
746,EXP01-10002,21-04-2018,CLM01-1008536,Insured,COV01-1000002,INC01-100746,A470CD3FFEE243D1,houseowners compound,BI,18-05-2018,Closed,Duplicate
747,EXP01-10005,20-09-2018,CLM01-1008613,Insured,COV01-1000002,INC01-100747,E95520A8E2E44998,houseowners Low Compound,PD,19-10-2018,Closed,Closed without payment
748,EXP01-10004,21-07-2018,CLM01-1003276,Insured,COV01-1000002,INC01-100748,843E6A986E9A4825,Subrogation,COL,18-08-2018,Closed,Closed without payment
749,EXP01-10005,09-11-2018,CLM01-1000829,Insured,COV01-1000002,INC01-100749,7041973983D445D0,Glass,PD,,Open,Reported in siu
750,EXP01-10001,01-12-2018,CLM01-1005711,Thirdparty,COV01-1000002,INC01-100750,45B3A6F8E1C642B4,Glass,GLASS,,Open,Duplicate
751,EXP01-10005,22-06-2018,CLM01-1007168,Insured,COV01-1000001,INC01-100751,895617BBD05B4B1C,Total Loss,PD,25-07-2018,Closed,Rejected
752,EXP01-10005,30-08-2018,CLM01-1002453,Insured,COV01-1000002,INC01-100752,5203DB6312F24818,Subrogation,PD,28-09-2018,Closed,Closed without payment
753,EXP01-10004,02-09-2018,CLM01-1006627,Insured,COV01-1000002,INC01-100753,FBE6974D959642CB,Injury-Compound,COL,26-09-2018,Closed,Duplicate
754,EXP01-10004,22-01-2019,CLM01-1003943,Insured,COV01-1000002,INC01-100754,75F8D6F731894421,FastTrack,COL,,Open,Closed with payments
755,EXP01-10002,02-05-2018,CLM01-1001850,Thirdparty,COV01-1000001,INC01-100755,9BEED1C2DAD34065,houseowners Low Compound,BI,25-05-2018,Closed,Closed without payment
756,EXP01-10001,02-03-2018,CLM01-1008695,Insured,COV01-1000002,INC01-100756,92D351CDF82B43C1,Subrogation,GLASS,04-03-2018,Closed,Reported in siu
757,EXP01-10004,07-09-2018,CLM01-1003485,Thirdparty,COV01-1000001,INC01-100757,4158CDD562E74E72,FastTrack,COL,03-10-2018,Closed,Closed without payment
758,EXP01-10004,24-12-2018,CLM01-1005526,Insured,COV01-1000002,INC01-100758,40EDCC729419437A,Injury-Compound,COL,,Open,Closed with payments
759,EXP01-10001,18-01-2019,CLM01-1009185,Insured,COV01-1000002,INC01-100759,4CAD7C2F5E4941A6,Salvage,GLASS,25-01-2019,Closed,Reported in siu
760,EXP01-10001,29-06-2018,CLM01-1008141,Insured,COV01-1000002,INC01-100760,C89158F7909943F8,houseowners Low Compound,GLASS,07-07-2018,Closed,Closed with payments
761,EXP01-10003,14-02-2018,CLM01-1007949,Thirdparty,COV01-1000001,INC01-100761,22E23970B8794C93,Injury-Compound,COMP,14-03-2018,Closed,Rejected
762,EXP01-10002,16-03-2018,CLM01-1003458,Thirdparty,COV01-1000002,INC01-100762,3E700B0AD1144BBE,General,BI,11-04-2018,Closed,Duplicate
763,EXP01-10004,01-09-2018,CLM01-1000042,Insured,COV01-1000002,INC01-100763,41AAE772C70E457C,Fire/Theft,COL,03-10-2018,Closed,Closed with payments
764,EXP01-10001,22-03-2018,CLM01-1007952,Thirdparty,COV01-1000002,INC01-100764,7571F0405E784084,Subrogation,GLASS,29-03-2018,Closed,Closed without payment
765,EXP01-10004,07-04-2018,CLM01-1010824,Insured,COV01-1000001,INC01-100765,28ADE3ACC7A243BE,Glass,COL,05-05-2018,Closed,Closed without payment
766,EXP01-10001,21-03-2018,CLM01-1004020,Insured,COV01-1000001,INC01-100766,176C614A090B4FFD,Subrogation,GLASS,31-03-2018,Closed,Closed with payments
767,EXP01-10002,30-11-2018,CLM01-1006534,Thirdparty,COV01-1000002,INC01-100767,73D0BB24851D46FD,Tow,BI,,Open,Duplicate
768,EXP01-10001,26-11-2018,CLM01-1007332,Insured,COV01-1000002,INC01-100768,ACF7B14A14C04B46,Subrogation,GLASS,,Open,Rejected
769,EXP01-10001,22-07-2018,CLM01-1005986,Insured,COV01-1000001,INC01-100769,5C441C8B59C44F45,houseowners compound,GLASS,28-07-2018,Closed,Closed without payment
770,EXP01-10002,06-08-2018,CLM01-1010672,Insured,COV01-1000002,INC01-100770,8E5C747261A64C90,Injury,BI,31-08-2018,Closed,Duplicate
771,EXP01-10002,17-10-2018,CLM01-1005386,Insured,COV01-1000001,INC01-100771,B3CBC6433E4E4C0F,Total Loss,BI,,Open,Reported in siu
772,EXP01-10003,13-01-2018,CLM01-1009335,Insured,COV01-1000001,INC01-100772,0802C3A04A5A4DA8,Salvage,COMP,,Open,Rejected
773,EXP01-10005,20-04-2018,CLM01-1000873,Insured,COV01-1000001,INC01-100773,F53043FF8E144C9B,Subrogation,PD,,Open,Duplicate
774,EXP01-10001,30-05-2018,CLM01-1008455,Insured,COV01-1000001,INC01-100774,FC24C02BB2404EE1,FastTrack,GLASS,10-06-2018,Closed,Reported in siu
775,EXP01-10004,23-07-2018,CLM01-1007081,Insured,COV01-1000001,INC01-100775,8520483134294F0B,houseowners Low Compound,COL,23-08-2018,Closed,Rejected
776,EXP01-10002,01-03-2018,CLM01-1005607,Insured,COV01-1000001,INC01-100776,BF67C02315FB4D80,Analyst Vendor IPD,BI,29-03-2018,Closed,Closed with payments
777,EXP01-10002,19-06-2018,CLM01-1007587,Insured,COV01-1000002,INC01-100777,6902832FAEFC4F1C,Glass,BI,17-07-2018,Closed,Rejected
778,EXP01-10003,12-12-2018,CLM01-1003057,Thirdparty,COV01-1000001,INC01-100778,0CB12D790CC1496D,Salvage,COMP,,Open,Reported in siu
779,EXP01-10002,12-09-2018,CLM01-1001300,Thirdparty,COV01-1000001,INC01-100779,7056AFEE14E14030,Subrogation,BI,11-10-2018,Closed,Closed with payments
780,EXP01-10004,22-05-2018,CLM01-1004894,Thirdparty,COV01-1000002,INC01-100780,F855E84314194919,Medical Claims,COL,,Open,Reported in siu
781,EXP01-10005,02-11-2018,CLM01-1000979,Insured,COV01-1000001,INC01-100781,28F7FC0D451C401E,Analyst Vendor IPD,PD,30-11-2018,Closed,Rejected
782,EXP01-10005,18-06-2018,CLM01-1002445,Insured,COV01-1000001,INC01-100782,E7FFB3EDE7CF4681,Physical,PD,,Open,Rejected
783,EXP01-10003,04-07-2018,CLM01-1010362,Insured,COV01-1000001,INC01-100783,33CF76845D4C4957,Glass,COMP,04-08-2018,Closed,Closed without payment
784,EXP01-10003,26-04-2018,CLM01-1000730,Thirdparty,COV01-1000002,INC01-100784,CAAEEB9706F140DD,Fire/Theft,COMP,,Open,Closed with payments
785,EXP01-10002,08-11-2018,CLM01-1001823,Insured,COV01-1000002,INC01-100785,BAC978B826934A93,Injury,BI,,Open,Reported in siu
786,EXP01-10001,02-12-2018,CLM01-1005711,Insured,COV01-1000002,INC01-100786,C62ABA38CC1E44D9,Glass,GLASS,,Open,Duplicate
787,EXP01-10004,05-02-2019,CLM01-1008348,Thirdparty,COV01-1000001,INC01-100787,F570BBA524CB4BF3,Injury,COL,,Open,Reported in siu
788,EXP01-10004,15-02-2018,CLM01-1002725,Insured,COV01-1000002,INC01-100788,B085BC2B670D45DD,Salvage,COL,13-03-2018,Closed,Duplicate
789,EXP01-10003,22-09-2018,CLM01-1001447,Insured,COV01-1000002,INC01-100789,03A2E9B5B47E4B7E,Tow,COMP,24-10-2018,Closed,Closed with payments
790,EXP01-10001,08-09-2018,CLM01-1001627,Thirdparty,COV01-1000002,INC01-100790,766FDA460CE44CB4,Glass,GLASS,15-09-2018,Closed,Rejected
791,EXP01-10001,22-05-2018,CLM01-1003552,Insured,COV01-1000001,INC01-100791,3D280D77A08942E0,houseowners compound,GLASS,04-06-2018,Closed,Closed without payment
792,EXP01-10002,17-03-2018,CLM01-1001126,Insured,COV01-1000002,INC01-100792,E25C2AA1B7304C4C,Glass,BI,14-04-2018,Closed,Closed with payments
793,EXP01-10005,28-01-2019,CLM01-1008280,Insured,COV01-1000002,INC01-100793,4D9CBBA691FE4CE4,Glass,PD,,Open,Duplicate
794,EXP01-10003,23-07-2018,CLM01-1000655,Thirdparty,COV01-1000002,INC01-100794,F9E0F0CC0C6B4C70,Analyst Vendor IPD,COMP,20-08-2018,Closed,Closed with payments
795,EXP01-10005,01-11-2018,CLM01-1008139,Thirdparty,COV01-1000002,INC01-100795,028A21BF6DF44887,Physical,PD,04-12-2018,Closed,Closed with payments
796,EXP01-10002,06-12-2018,CLM01-1000036,Insured,COV01-1000001,INC01-100796,395CDBD6D38E4389,Salvage,BI,05-01-2019,Closed,Duplicate
797,EXP01-10002,29-08-2018,CLM01-1003653,Insured,COV01-1000002,INC01-100797,3312DE3122234721,Physical,BI,23-09-2018,Closed,Reported in siu
798,EXP01-10002,24-08-2018,CLM01-1006382,Insured,COV01-1000002,INC01-100798,FD35189D32AE4CA0,Salvage,BI,24-09-2018,Closed,Duplicate
799,EXP01-10001,29-07-2018,CLM01-1004411,Thirdparty,COV01-1000002,INC01-100799,0A0D55A1A55542F6,FastTrack,GLASS,09-08-2018,Closed,Closed without payment
800,EXP01-10003,13-10-2018,CLM01-1007603,Insured,COV01-1000002,INC01-100800,7B452D2FD2DF4047,Fire/Theft,COMP,,Open,Closed without payment
801,EXP01-10001,16-05-2018,CLM01-1004583,Insured,COV01-1000001,INC01-100801,E57FB990D1344A23,houseowners compound,GLASS,27-05-2018,Closed,Reported in siu
802,EXP01-10004,06-08-2018,CLM01-1001707,Thirdparty,COV01-1000002,INC01-100802,939CC4AD9F7C4CC0,Salvage,COL,02-09-2018,Closed,Closed without payment
803,EXP01-10004,13-05-2018,CLM01-1004337,Insured,COV01-1000001,INC01-100803,A2C3CA7D1B374563,Total Loss,COL,11-06-2018,Closed,Duplicate
804,EXP01-10001,13-09-2018,CLM01-1006161,Insured,COV01-1000001,INC01-100804,AF64A5AB75C7409B,FastTrack,GLASS,23-09-2018,Closed,Duplicate
805,EXP01-10001,26-03-2018,CLM01-1005264,Insured,COV01-1000001,INC01-100805,FC8DAB39320E4E1F,Analyst Vendor IPD,GLASS,01-04-2018,Closed,Duplicate
806,EXP01-10003,16-01-2018,CLM01-1008802,Insured,COV01-1000002,INC01-100806,AFC39DF762514056,Tow,COMP,,Open,Rejected
807,EXP01-10003,05-09-2018,CLM01-1004263,Insured,COV01-1000001,INC01-100807,6B2454611AD641C2,Subrogation,COMP,02-10-2018,Closed,Closed with payments
808,EXP01-10002,25-10-2018,CLM01-1004324,Thirdparty,COV01-1000002,INC01-100808,F7AEDD6C0F8548F7,Salvage,BI,,Open,Duplicate
809,EXP01-10001,03-12-2018,CLM01-1000549,Thirdparty,COV01-1000002,INC01-100809,F7BB531903E049CB,Glass,GLASS,,Open,Rejected
810,EXP01-10001,01-11-2018,CLM01-1002020,Thirdparty,COV01-1000002,INC01-100810,1327B293F9E14E20,Glass,GLASS,,Open,Rejected
811,EXP01-10003,31-10-2018,CLM01-1005088,Thirdparty,COV01-1000001,INC01-100811,9AB68587F1484B99,FastTrack,COMP,,Open,Duplicate
812,EXP01-10002,14-08-2018,CLM01-1006884,Insured,COV01-1000001,INC01-100812,4C67904BFEE548CC,houseowners Low Compound,BI,,Open,Rejected
813,EXP01-10004,07-01-2019,CLM01-1008286,Insured,COV01-1000001,INC01-100813,FD002E809D3A4C14,Salvage,COL,,Open,Rejected
814,EXP01-10003,19-09-2018,CLM01-1001152,Insured,COV01-1000002,INC01-100814,C99AAA4AC62743B0,General,COMP,15-10-2018,Closed,Closed without payment
815,EXP01-10001,21-12-2018,CLM01-1008393,Insured,COV01-1000001,INC01-100815,BF1E7EF0BB3747E0,Injury,GLASS,,Open,Rejected
816,EXP01-10005,09-09-2018,CLM01-1001991,Insured,COV01-1000002,INC01-100816,A770D4796E1140C1,General,PD,11-10-2018,Closed,Reported in siu
817,EXP01-10002,02-01-2019,CLM01-1006348,Insured,COV01-1000002,INC01-100817,C8767EE259724080,Injury-Compound,BI,,Open,Closed with payments
818,EXP01-10001,11-11-2018,CLM01-1003053,Insured,COV01-1000002,INC01-100818,AA0FFBC382AC447F,Total Loss,GLASS,18-11-2018,Closed,Reported in siu
819,EXP01-10005,15-08-2018,CLM01-1004260,Thirdparty,COV01-1000002,INC01-100819,EA48936EB2B94197,Salvage,PD,13-09-2018,Closed,Closed with payments
820,EXP01-10004,25-01-2018,CLM01-1006983,Insured,COV01-1000002,INC01-100820,932228457D784BAA,Salvage,COL,22-02-2018,Closed,Rejected
821,EXP01-10005,16-06-2018,CLM01-1004143,Insured,COV01-1000001,INC01-100821,01611436005841CB,Injury,PD,13-07-2018,Closed,Closed without payment
822,EXP01-10001,03-10-2018,CLM01-1004188,Insured,COV01-1000002,INC01-100822,BAEA1E0923FE41AD,Fire/Theft,GLASS,,Open,Rejected
823,EXP01-10002,18-03-2018,CLM01-1005114,Thirdparty,COV01-1000001,INC01-100823,8B3A477A3E154F94,Medical Claims,BI,,Open,Reported in siu
824,EXP01-10003,24-02-2018,CLM01-1005772,Insured,COV01-1000002,INC01-100824,8836879FCA214174,Total Loss,COMP,24-03-2018,Closed,Rejected
825,EXP01-10001,10-12-2018,CLM01-1003480,Insured,COV01-1000001,INC01-100825,872D1DD0342C40CA,Total Loss,GLASS,,Open,Rejected
826,EXP01-10002,18-08-2018,CLM01-1005406,Insured,COV01-1000002,INC01-100826,866D1AECE6404F7B,houseowners compound,BI,15-09-2018,Closed,Duplicate
827,EXP01-10003,04-01-2019,CLM01-1006966,Thirdparty,COV01-1000002,INC01-100827,49EA8F6C638843E3,Salvage,COMP,,Open,Closed with payments
828,EXP01-10003,28-01-2018,CLM01-1002990,Thirdparty,COV01-1000002,INC01-100828,58CC5A06BE12457C,Medical Claims,COMP,22-02-2018,Closed,Rejected
829,EXP01-10004,21-07-2018,CLM01-1010702,Insured,COV01-1000002,INC01-100829,BB104473B58A45CA,Glass,COL,,Open,Reported in siu
830,EXP01-10005,22-02-2018,CLM01-1007468,Thirdparty,COV01-1000002,INC01-100830,C1BE713150114375,FastTrack,PD,21-03-2018,Closed,Closed with payments
831,EXP01-10005,16-01-2019,CLM01-1003786,Thirdparty,COV01-1000002,INC01-100831,6EB84C0153D248B9,Salvage,PD,,Open,Rejected
832,EXP01-10003,14-07-2018,CLM01-1002527,Thirdparty,COV01-1000002,INC01-100832,0934880F31534714,Salvage,COMP,14-08-2018,Closed,Closed without payment
833,EXP01-10004,28-02-2018,CLM01-1000407,Insured,COV01-1000002,INC01-100833,BB6DFFAF6B274CB7,Tow,COL,28-03-2018,Closed,Closed without payment
834,EXP01-10002,14-03-2018,CLM01-1001180,Insured,COV01-1000001,INC01-100834,F83319A8B7F04BFC,houseowners Low Compound,BI,14-04-2018,Closed,Closed without payment
